product_id,production_date,product_line,shift,operator_id,temperature_celsius,pressure_psi,humidity_percent,material_grade,production_time_minutes,dimension_length_mm,dimension_width_mm,weight_grams,defect_count,quality_score,pass_fail
3457,2024-06-23,Line_A,Morning,118,77.1,158.97,52.64,A,48.6,99.6,48.51,223.62,0,86.95,Pass
3458,2024-07-18,Line_D,Morning,110,75.0,151.52,37.96,A,51.02,102.33,49.9,181.82,3,70.39,Pass
3459,2024-07-06,Line_A,Evening,133,79.0,150.22,35.25,A,49.5,104.08,48.13,191.22,2,98.78,Pass
3460,2024-04-15,Line_C,Evening,136,78.01,151.95,40.48,C,49.63,97.29,51.91,192.91,0,73.26,Pass
3461,2024-03-13,Line_D,Evening,117,70.05,142.07,42.3,A,42.78,100.09,51.68,211.96,4,94.52,Pass
3462,2024-09-28,Line_D,Morning,149,73.5,166.05,40.25,B,27.26,100.72,53.91,190.65,2,99.28,Pass
3463,2024-08-01,Line_C,Morning,105,70.92,155.63,37.75,B,51.11,102.01,49.88,186.92,1,91.13,Pass
3464,2024-07-04,Line_A,Night,123,83.34,153.84,44.67,B,38.62,99.65,49.28,212.79,3,99.0,Pass
3465,2024-05-19,Line_B,Night,103,79.78,146.91,43.08,B,62.25,100.02,50.33,195.81,4,70.59,Fail
3466,2024-06-15,Line_B,Evening,139,76.65,136.15,58.56,A,47.75,99.16,51.3,209.54,1,80.64,Fail
3467,2024-05-22,Line_B,Morning,137,77.67,156.8,42.08,A,56.02,97.39,51.94,236.21,3,84.29,Pass
3468,2024-03-12,Line_A,Night,110,74.43,157.38,44.67,A,36.18,101.89,49.1,193.43,3,93.49,Pass
3469,2024-12-09,Line_C,Morning,127,75.77,155.95,37.68,C,54.03,98.1,51.51,206.6,4,89.64,Pass
3470,2024-05-26,Line_A,Morning,107,71.26,150.91,50.18,B,50.72,96.86,51.51,181.69,3,92.08,Pass
3471,2024-04-10,Line_B,Evening,149,71.68,147.77,58.32,B,48.02,99.06,54.44,191.23,3,74.34,Pass
3472,2024-12-03,Line_B,Morning,129,78.08,162.36,44.23,A,36.59,96.64,52.13,204.54,3,95.34,Pass
3473,2024-03-25,Line_B,Evening,149,69.62,154.72,39.96,C,39.37,99.19,52.82,221.52,2,94.67,Pass
3474,2024-10-31,Line_A,Night,139,71.48,152.82,46.44,A,50.24,99.08,52.99,176.83,0,93.07,Pass
3475,2024-10-21,Line_A,Morning,106,73.87,135.36,48.82,A,39.37,99.82,49.01,205.72,4,94.54,Pass
3476,2024-11-29,Line_B,Evening,109,67.45,131.67,68.13,B,38.37,99.04,48.86,182.9,2,76.41,Pass
3477,2024-05-22,Line_D,Morning,108,80.0,173.25,43.81,B,40.96,100.11,51.5,195.64,4,74.21,Pass
3478,2024-11-06,Line_B,Morning,114,78.29,158.28,42.27,B,49.02,103.75,49.47,191.5,2,96.85,Pass
3479,2024-07-13,Line_C,Night,138,77.14,162.97,35.76,A,56.37,95.01,51.18,188.63,3,98.71,Pass
3480,2024-07-02,Line_A,Evening,109,73.05,133.81,42.61,A,48.31,103.06,49.9,202.64,3,82.73,Fail
3481,2024-10-27,Line_D,Morning,111,80.87,159.93,41.63,A,54.76,97.12,50.62,184.91,2,83.41,Pass
3482,2024-03-07,Line_D,Morning,111,77.04,147.16,49.37,A,43.87,100.9,50.5,151.31,3,92.23,Pass
3483,2024-08-09,Line_C,Night,140,79.94,151.11,42.84,A,61.31,102.54,51.09,193.45,0,84.85,Pass
3484,2024-09-18,Line_B,Morning,135,80.23,155.4,36.84,C,55.65,99.61,48.23,187.85,4,79.41,Pass
3485,2024-11-21,Line_B,Evening,111,72.61,151.8,36.54,A,52.16,100.41,48.08,193.24,3,75.7,Pass
3486,2024-01-22,Line_B,Evening,136,70.57,151.74,41.62,C,48.66,101.47,49.86,187.89,1,70.68,Pass
3487,2024-12-06,Line_C,Evening,103,69.98,141.18,51.05,A,48.17,102.09,50.18,207.39,2,87.63,Pass
3488,2024-06-14,Line_A,Morning,145,75.3,156.12,46.43,A,33.07,97.66,52.52,208.52,2,74.26,Fail
3489,2024-04-11,Line_A,Morning,119,61.38,141.09,48.76,A,32.7,100.84,50.65,180.43,3,95.75,Pass
3490,2024-11-09,Line_C,Evening,108,69.64,141.75,45.11,B,50.23,99.88,50.37,217.67,2,99.49,Pass
3491,2024-04-19,Line_A,Morning,128,71.53,151.04,48.18,A,45.58,100.99,49.63,209.81,1,83.73,Pass
3492,2024-12-07,Line_C,Night,101,71.9,137.39,42.18,B,49.5,100.98,50.78,192.92,2,73.47,Pass
3493,2024-11-11,Line_C,Evening,140,77.98,161.76,38.11,A,35.96,99.88,49.66,197.9,1,87.49,Fail
3494,2024-06-27,Line_D,Night,130,67.83,161.81,38.29,A,57.19,100.02,48.23,214.06,2,87.22,Pass
3495,2024-06-15,Line_D,Night,141,66.53,145.75,37.89,A,43.38,101.08,51.61,193.08,2,74.0,Pass
3496,2024-05-13,Line_A,Morning,138,66.63,147.49,55.11,A,48.04,99.11,49.26,210.98,1,89.41,Pass
3497,2024-01-30,Line_D,Morning,111,77.63,150.36,52.82,B,40.97,101.52,49.36,204.32,4,79.48,Pass
3498,2024-12-28,Line_A,Evening,129,72.09,130.32,41.59,A,47.61,98.52,47.87,212.39,0,95.36,Pass
3499,2024-03-26,Line_C,Morning,131,71.91,135.28,46.34,A,64.06,103.97,50.57,208.63,1,87.64,Pass
3500,2024-01-09,Line_A,Night,110,83.72,157.21,50.58,C,54.26,100.98,52.57,190.8,0,82.99,Pass
3501,2024-05-15,Line_D,Morning,135,77.19,153.9,40.27,B,40.45,100.51,47.44,202.11,2,98.9,Pass
3502,2024-10-16,Line_A,Evening,140,71.35,146.39,44.01,A,36.95,98.86,47.59,212.38,4,84.74,Pass
3503,2024-05-15,Line_D,Morning,129,68.06,145.63,37.4,B,47.84,99.76,50.61,211.02,1,96.62,Pass
3504,2024-05-19,Line_C,Night,137,84.41,157.11,38.02,A,42.36,100.86,50.4,209.73,4,77.93,Pass
3505,2024-02-12,Line_B,Night,102,76.19,131.17,50.38,C,39.58,102.48,49.29,196.54,1,83.25,Pass
3506,2024-04-14,Line_C,Evening,148,72.82,168.81,45.52,B,60.9,97.71,49.17,221.8,3,72.52,Pass
3507,2024-11-07,Line_D,Evening,101,75.98,159.22,45.23,B,29.17,97.31,50.44,205.03,1,82.68,Pass
3508,2024-01-31,Line_A,Morning,132,72.92,146.01,54.1,A,50.68,99.08,47.15,224.85,0,96.83,Pass
3509,2024-06-18,Line_D,Morning,124,77.54,153.82,41.57,C,60.54,99.2,48.04,182.29,3,94.88,Pass
3510,2024-06-09,Line_D,Evening,102,66.52,163.8,50.72,A,35.72,99.11,48.49,195.48,2,99.27,Pass
3511,2024-10-01,Line_B,Night,103,72.99,139.53,38.39,A,41.66,100.96,49.41,197.41,1,92.49,Pass
3512,2024-09-09,Line_A,Morning,109,69.72,162.84,41.66,B,42.37,100.47,49.45,212.45,0,78.14,Fail
3513,2024-08-06,Line_D,Evening,149,74.61,149.86,39.21,A,57.88,99.54,46.1,188.23,2,74.82,Pass
3514,2024-04-22,Line_C,Evening,124,70.22,156.82,38.66,C,44.76,102.72,48.05,188.11,0,75.39,Pass
3515,2024-08-07,Line_C,Night,112,72.01,158.77,59.24,C,61.39,104.6,50.86,214.34,2,89.84,Pass
3516,2024-07-01,Line_D,Evening,134,72.25,151.67,34.84,A,51.81,101.1,50.76,197.73,1,81.47,Pass
3517,2024-09-16,Line_D,Morning,134,76.29,160.93,39.41,B,42.18,100.89,51.3,208.5,4,82.42,Pass
3518,2024-01-12,Line_D,Morning,123,73.09,145.76,28.62,A,35.97,100.15,50.79,187.55,2,95.82,Pass
3519,2024-12-05,Line_D,Evening,119,69.93,149.77,40.81,B,36.91,97.77,49.84,210.48,4,91.8,Pass
3520,2024-12-25,Line_C,Evening,132,77.06,142.29,43.55,B,50.3,101.98,48.54,212.72,2,76.28,Pass
3521,2024-09-02,Line_B,Night,149,85.43,143.09,51.77,A,65.56,99.53,48.52,219.07,4,75.13,Pass
3522,2024-09-06,Line_D,Night,128,73.21,151.91,40.98,B,41.21,99.88,48.73,184.96,1,94.66,Pass
3523,2024-02-27,Line_A,Evening,126,81.51,158.5,35.69,B,39.86,100.27,51.23,182.06,0,98.61,Pass
3524,2024-10-30,Line_B,Morning,149,67.27,137.13,40.96,B,50.24,97.6,50.79,198.61,1,75.55,Pass
3525,2024-01-01,Line_C,Night,145,71.19,153.93,47.1,A,43.43,102.63,48.55,218.21,2,98.55,Pass
3526,2024-12-26,Line_D,Evening,112,81.48,161.73,51.07,A,41.29,101.68,50.57,186.58,3,82.89,Fail
3527,2024-07-21,Line_D,Night,143,76.09,163.19,39.9,B,57.42,98.36,50.94,183.77,0,97.17,Pass
3528,2024-02-13,Line_D,Night,131,71.41,148.85,37.44,A,57.23,97.91,50.77,192.52,4,92.53,Pass
3529,2024-11-14,Line_D,Night,111,79.18,139.47,41.94,B,47.29,98.43,51.34,202.78,0,97.15,Pass
3530,2024-04-04,Line_A,Night,140,69.82,156.69,47.74,B,39.79,98.4,50.08,201.73,0,89.35,Pass
3531,2024-10-20,Line_D,Night,150,75.33,154.44,51.38,A,48.1,97.75,49.6,186.68,1,74.71,Pass
3532,2024-01-09,Line_C,Night,104,79.68,149.99,36.81,A,53.2,100.63,50.11,189.01,2,71.81,Pass
3533,2024-09-18,Line_A,Morning,118,76.82,147.14,39.23,A,55.78,100.61,51.52,198.61,1,88.81,Pass
3534,2024-11-21,Line_B,Night,129,87.55,153.37,28.16,B,54.0,97.51,51.14,188.81,2,71.75,Pass
3535,2024-09-09,Line_B,Evening,147,72.18,154.21,28.56,B,24.29,104.09,50.14,184.2,3,77.08,Pass
3536,2024-11-03,Line_B,Evening,139,78.47,145.9,36.13,A,48.93,97.99,51.72,207.94,1,76.19,Pass
3537,2024-11-18,Line_D,Night,147,79.4,147.82,37.09,A,51.17,95.95,52.79,191.33,3,82.81,Pass
3538,2024-04-05,Line_B,Night,131,73.9,136.1,41.15,A,52.4,101.28,53.84,192.51,2,87.92,Pass
3539,2024-12-20,Line_A,Evening,128,70.33,153.08,47.4,A,47.87,99.97,53.82,194.81,0,97.33,Pass
3540,2024-05-09,Line_A,Night,127,80.8,154.15,44.31,B,45.35,99.23,54.82,204.39,3,98.09,Pass
3541,2024-02-05,Line_B,Evening,130,72.47,137.71,47.22,B,42.65,100.27,52.02,200.85,3,99.47,Pass
3542,2024-04-14,Line_B,Evening,149,78.22,148.94,52.23,A,38.65,99.9,45.99,191.63,2,92.91,Pass
3543,2024-07-17,Line_A,Morning,142,77.14,144.76,46.97,B,39.94,101.4,50.32,197.83,2,97.64,Pass
3544,2024-10-17,Line_C,Morning,111,75.63,161.41,43.4,B,56.05,99.6,47.8,196.82,1,93.72,Pass
3545,2024-01-30,Line_B,Evening,114,81.74,137.33,48.68,B,50.72,99.01,52.51,221.81,1,97.32,Pass
3546,2024-04-02,Line_A,Night,104,76.68,161.2,29.86,A,51.61,100.43,49.53,199.73,2,73.13,Pass
3547,2024-08-23,Line_B,Evening,136,78.14,162.72,42.94,A,40.46,101.59,50.67,187.72,3,98.85,Pass
3548,2024-12-26,Line_A,Evening,101,77.02,125.72,50.13,B,49.28,99.81,49.78,176.14,4,77.04,Pass
3549,2024-07-13,Line_D,Night,144,75.38,156.42,43.83,B,59.73,99.9,52.7,214.2,1,87.05,Pass
3550,2024-09-12,Line_B,Morning,139,73.09,155.07,46.82,A,46.11,102.59,48.22,198.73,2,85.5,Pass
3551,2024-12-21,Line_B,Evening,137,74.9,134.77,43.4,B,51.33,100.09,51.06,204.76,4,86.93,Pass
3552,2024-12-24,Line_C,Morning,133,78.09,146.78,49.86,B,40.96,97.08,48.44,211.7,4,91.06,Pass
3553,2024-01-31,Line_C,Night,121,77.35,145.65,52.11,A,41.89,100.16,46.8,188.69,4,86.19,Pass
3554,2024-01-25,Line_C,Morning,124,77.99,140.54,28.19,A,47.29,100.02,50.28,188.34,4,90.66,Pass
3555,2024-10-29,Line_C,Night,140,93.88,143.63,39.71,A,39.44,100.51,48.16,200.89,0,86.03,Pass
3556,2024-01-01,Line_B,Night,150,72.49,158.5,28.81,B,39.03,100.46,47.76,234.63,1,70.36,Pass
3557,2024-12-23,Line_B,Morning,113,67.08,150.84,13.31,A,43.65,100.03,47.65,189.22,4,88.82,Fail
3558,2024-04-27,Line_C,Evening,149,72.95,144.06,49.67,B,46.63,100.65,49.42,192.15,4,86.66,Pass
3559,2024-06-13,Line_C,Evening,134,73.22,138.52,51.35,B,40.1,97.58,51.4,212.55,2,87.58,Pass
3560,2024-04-22,Line_B,Night,138,77.2,158.41,40.95,B,46.37,104.52,47.81,208.92,2,70.05,Pass
3561,2024-07-13,Line_D,Morning,129,73.74,166.94,39.47,C,36.02,100.14,51.62,192.51,0,84.06,Pass
3562,2024-05-19,Line_A,Morning,136,78.66,147.81,43.6,C,46.31,97.86,49.19,176.19,4,96.25,Pass
3563,2024-01-20,Line_C,Morning,140,71.16,149.08,67.4,B,29.85,97.05,48.4,196.08,0,79.98,Pass
3564,2024-10-12,Line_A,Morning,147,77.89,175.53,36.64,A,53.65,100.93,51.82,227.23,2,83.35,Pass
3565,2024-08-18,Line_D,Night,105,67.73,158.39,34.2,A,32.57,99.21,51.45,193.35,1,73.67,Pass
3566,2024-03-19,Line_D,Morning,120,74.97,161.03,49.8,C,57.44,100.6,51.22,212.16,3,83.51,Fail
3567,2024-05-07,Line_D,Morning,129,70.94,144.26,50.23,A,48.43,104.24,50.35,183.44,3,81.87,Pass
3568,2024-03-25,Line_B,Evening,111,73.2,141.54,48.09,C,49.73,100.05,48.39,212.58,0,96.49,Pass
3569,2024-03-04,Line_A,Night,108,64.74,162.87,45.6,B,41.5,102.18,51.86,213.3,2,71.06,Pass
3570,2024-09-30,Line_D,Morning,128,79.28,154.57,42.49,A,49.34,98.04,50.04,200.44,3,98.54,Pass
3571,2024-10-14,Line_C,Morning,149,73.09,151.92,33.0,C,46.5,100.52,50.2,218.44,4,87.29,Pass
3572,2024-09-09,Line_D,Night,141,74.44,154.18,59.88,C,35.79,98.29,50.59,198.37,1,85.89,Pass
3573,2024-04-03,Line_C,Night,118,77.08,167.25,60.43,B,51.16,97.69,51.49,229.72,2,96.59,Pass
3574,2024-10-15,Line_C,Evening,130,71.35,142.66,41.01,A,38.33,100.38,47.56,198.22,0,75.73,Pass
3575,2024-05-29,Line_D,Night,114,72.54,151.58,56.26,B,63.72,102.97,49.94,194.97,2,76.27,Fail
3576,2024-12-30,Line_C,Morning,109,66.17,143.18,47.74,B,38.73,101.93,49.32,204.96,1,96.23,Pass
3577,2024-06-05,Line_C,Evening,110,73.38,152.78,30.88,B,32.06,105.44,52.23,181.98,2,97.88,Pass
3578,2024-08-03,Line_B,Morning,125,82.71,158.01,31.61,B,58.55,99.9,52.6,203.57,0,95.13,Pass
3579,2024-09-16,Line_A,Night,127,76.37,153.16,51.09,A,51.23,100.68,50.44,187.72,4,71.24,Pass
3580,2024-04-09,Line_B,Night,102,67.48,167.33,55.3,A,48.64,101.33,48.03,214.56,2,89.56,Fail
3581,2024-05-01,Line_B,Night,103,77.12,144.85,47.84,A,40.58,100.23,49.11,213.32,0,83.53,Pass
3582,2024-05-11,Line_B,Evening,129,81.4,155.47,47.04,A,45.52,101.77,46.21,188.59,4,94.23,Pass
3583,2024-01-05,Line_A,Morning,137,69.95,162.78,37.96,B,43.74,98.92,51.52,193.34,3,74.74,Pass
3584,2024-08-20,Line_A,Morning,127,73.92,146.22,36.0,A,52.14,98.62,49.14,214.55,2,97.61,Pass
3585,2024-06-15,Line_D,Evening,104,74.08,145.33,51.14,B,40.26,98.97,51.82,229.23,4,80.06,Pass
3586,2024-02-26,Line_B,Night,135,75.61,148.47,45.38,A,40.98,97.98,49.16,200.17,3,79.7,Pass
3587,2024-01-31,Line_A,Morning,127,75.57,135.54,44.05,A,50.78,96.64,49.7,212.47,2,75.35,Pass
3588,2024-01-07,Line_D,Night,119,78.16,161.36,55.04,C,55.63,99.69,49.43,211.32,2,70.21,Pass
3589,2024-01-12,Line_B,Night,110,74.37,151.61,58.54,C,41.9,95.53,47.61,211.43,1,79.38,Pass
3590,2024-01-10,Line_B,Morning,126,81.17,133.11,49.66,C,50.17,99.2,47.56,165.53,2,74.45,Pass
3591,2024-06-05,Line_C,Night,107,65.39,145.74,37.55,B,53.32,95.86,52.96,186.37,2,92.14,Pass
3592,2024-07-31,Line_A,Morning,127,69.25,163.12,45.42,B,37.65,103.2,48.86,222.07,4,92.7,Pass
3593,2024-05-20,Line_C,Morning,130,82.43,146.72,41.61,C,42.78,99.2,51.12,188.25,0,94.84,Pass
3594,2024-05-06,Line_B,Evening,112,72.61,165.69,43.9,A,31.28,94.38,53.95,196.83,1,70.16,Pass
3595,2024-07-16,Line_B,Morning,140,77.78,147.27,35.39,C,61.48,100.06,49.38,229.56,2,80.54,Pass
3596,2024-05-16,Line_B,Evening,105,74.35,135.52,55.03,A,46.96,100.53,50.69,192.64,4,70.17,Pass
3597,2024-06-27,Line_D,Night,113,79.73,128.81,41.22,B,52.29,98.8,50.43,202.06,4,85.23,Pass
3598,2024-03-28,Line_C,Evening,141,77.07,170.99,57.83,B,41.83,103.23,50.5,206.32,0,97.27,Pass
3599,2024-09-23,Line_C,Night,104,88.19,141.79,43.98,B,41.04,101.18,50.73,217.51,3,82.24,Fail
3600,2024-06-12,Line_B,Evening,102,74.88,144.12,41.16,C,44.16,99.51,48.2,209.21,2,96.21,Pass
3601,2024-09-05,Line_C,Night,137,72.91,148.87,39.64,A,43.59,101.05,47.83,192.28,3,98.43,Pass
3602,2024-01-01,Line_B,Morning,134,81.39,152.5,39.73,B,63.93,103.1,49.95,200.16,0,77.14,Pass
3603,2024-10-03,Line_B,Evening,150,78.4,140.08,46.74,A,48.18,97.57,52.1,196.6,4,70.3,Pass
3604,2024-06-20,Line_C,Morning,106,70.95,162.78,44.55,B,50.42,98.36,51.38,213.6,3,92.19,Fail
3605,2024-12-21,Line_A,Morning,126,79.37,153.08,51.41,A,45.17,100.05,47.88,199.36,0,87.37,Pass
3606,2024-09-18,Line_B,Night,111,76.01,162.27,38.81,C,45.64,96.65,50.86,203.34,3,80.41,Pass
3607,2024-05-21,Line_B,Night,142,75.44,130.16,46.85,A,50.44,100.57,50.38,192.83,4,81.03,Pass
3608,2024-04-02,Line_C,Night,101,77.18,154.88,54.69,B,44.72,103.29,50.21,230.06,2,72.43,Pass
3609,2024-05-08,Line_C,Night,134,79.06,154.03,56.05,A,56.22,99.75,50.18,187.61,1,96.13,Pass
3610,2024-05-15,Line_C,Evening,121,75.95,149.71,39.18,B,38.41,96.83,50.46,231.86,4,77.26,Pass
3611,2024-04-20,Line_B,Morning,110,73.68,144.76,42.25,B,54.73,101.6,49.95,197.32,3,72.91,Pass
3612,2024-02-13,Line_A,Night,105,85.44,135.12,40.03,C,54.35,103.29,49.1,213.7,2,93.39,Pass
3613,2024-07-29,Line_A,Morning,126,74.8,136.32,38.1,A,61.67,94.56,49.66,201.76,1,84.55,Pass
3614,2024-12-08,Line_A,Evening,144,81.68,162.99,50.37,A,31.04,101.06,47.23,182.16,0,92.89,Pass
3615,2024-12-24,Line_B,Night,119,72.19,153.75,36.01,B,53.64,101.29,50.78,192.72,2,97.06,Pass
3616,2024-12-26,Line_C,Evening,121,70.77,148.0,62.29,B,39.69,100.96,50.75,216.84,4,81.46,Pass
3617,2024-11-26,Line_A,Evening,134,79.85,147.41,46.87,B,52.16,100.47,52.49,184.28,3,71.63,Pass
3618,2024-09-03,Line_A,Morning,129,73.73,160.21,43.57,C,52.11,100.24,50.92,161.18,1,77.6,Pass
3619,2024-08-19,Line_A,Morning,138,65.3,159.79,61.1,A,38.16,99.48,49.71,172.86,2,71.53,Pass
3620,2024-10-18,Line_B,Evening,115,73.97,141.84,34.5,B,50.71,102.96,50.73,200.11,1,74.47,Fail
3621,2024-06-18,Line_C,Evening,140,77.54,135.58,38.79,C,42.3,100.18,49.52,185.27,1,95.47,Pass
3622,2024-08-21,Line_D,Night,116,71.52,153.7,34.98,C,39.47,104.82,48.99,200.88,2,98.24,Pass
3623,2024-01-08,Line_C,Morning,118,70.9,162.33,44.81,B,29.96,101.89,46.41,208.86,3,90.31,Pass
3624,2024-10-28,Line_C,Evening,149,75.97,156.9,39.88,A,56.29,100.22,50.58,209.45,0,91.95,Pass
3625,2024-04-09,Line_C,Evening,101,69.29,166.6,34.59,C,44.27,98.16,50.75,205.63,2,91.94,Pass
3626,2024-09-09,Line_A,Morning,111,76.54,148.29,35.53,B,36.6,101.13,51.94,230.41,0,73.7,Pass
3627,2024-11-03,Line_C,Evening,136,80.18,152.85,47.65,A,47.54,98.33,52.17,223.71,1,71.41,Pass
3628,2024-10-08,Line_A,Night,132,81.5,149.44,50.07,B,45.85,98.69,50.52,185.7,1,90.95,Pass
3629,2024-10-17,Line_B,Evening,128,71.74,157.62,33.96,A,37.64,99.27,48.13,209.38,3,71.12,Pass
3630,2024-07-06,Line_D,Evening,106,83.9,142.86,43.45,B,37.79,97.44,48.2,208.57,2,94.35,Pass
3631,2024-05-02,Line_B,Morning,107,77.94,151.94,41.69,B,53.86,103.52,50.33,183.44,2,87.73,Pass
3632,2024-05-11,Line_B,Morning,140,71.64,166.47,39.76,A,46.69,97.59,51.35,191.76,4,73.41,Pass
3633,2024-08-23,Line_D,Night,124,72.89,142.71,57.88,C,39.82,100.54,51.44,175.6,3,89.78,Pass
3634,2024-08-08,Line_C,Evening,110,71.51,129.88,44.58,A,41.95,98.41,49.35,191.73,2,88.19,Pass
3635,2024-03-02,Line_C,Night,130,64.73,155.25,46.34,A,42.08,97.14,46.85,209.67,1,81.29,Pass
3636,2024-11-15,Line_A,Evening,117,82.1,172.41,50.46,A,31.58,99.55,48.19,216.04,3,94.53,Pass
3637,2024-06-26,Line_C,Evening,144,76.08,143.2,45.66,A,52.53,99.72,47.1,233.22,4,79.14,Pass
3638,2024-08-07,Line_D,Morning,108,78.25,162.77,44.84,A,42.08,103.04,50.5,211.87,4,81.34,Pass
3639,2024-06-19,Line_B,Night,112,75.5,150.14,51.61,B,43.77,100.83,49.61,206.12,1,90.9,Pass
3640,2024-03-22,Line_C,Evening,126,67.44,140.18,40.37,A,49.49,100.43,49.55,227.51,2,92.56,Fail
3641,2024-01-14,Line_A,Evening,117,76.73,156.89,41.39,A,54.96,101.52,50.72,223.3,1,78.21,Pass
3642,2024-09-26,Line_B,Morning,135,79.78,135.77,37.04,C,46.61,99.44,49.46,191.63,4,70.5,Fail
3643,2024-02-23,Line_B,Morning,146,79.75,165.21,56.3,A,36.28,98.78,52.89,198.15,3,75.29,Pass
3644,2024-05-10,Line_A,Morning,144,80.46,151.11,49.44,C,43.01,98.68,49.71,210.42,2,77.9,Pass
3645,2024-04-07,Line_B,Night,105,75.25,132.94,46.86,A,44.45,98.56,47.41,179.73,1,97.15,Pass
3646,2024-07-19,Line_A,Night,145,63.16,168.54,57.46,B,30.35,100.59,46.18,205.85,2,96.81,Fail
3647,2024-12-25,Line_A,Evening,111,78.39,158.57,35.2,A,48.81,97.08,50.8,206.58,3,89.82,Pass
3648,2024-09-17,Line_D,Night,116,75.36,153.16,44.33,A,50.26,99.54,50.95,211.02,4,91.28,Pass
3649,2024-08-08,Line_D,Morning,142,84.97,158.88,33.12,B,45.74,102.65,50.92,213.12,1,88.64,Pass
3650,2024-01-05,Line_C,Morning,130,84.48,125.42,33.74,A,38.31,100.61,48.03,194.91,4,93.38,Pass
3651,2024-04-26,Line_D,Night,140,80.5,143.76,54.01,A,46.7,99.8,48.67,206.58,1,80.54,Pass
3652,2024-10-27,Line_B,Evening,106,68.12,175.09,58.52,B,53.2,98.95,52.51,193.78,2,86.4,Pass
3653,2024-07-10,Line_C,Evening,120,69.46,151.3,41.67,A,43.26,98.28,49.72,214.39,0,90.12,Fail
3654,2024-04-25,Line_C,Evening,120,77.61,143.59,41.73,A,51.38,102.52,49.07,203.09,1,84.05,Pass
3655,2024-08-23,Line_A,Evening,124,69.17,151.69,41.47,A,48.46,100.2,52.08,214.54,1,93.18,Pass
3656,2024-02-20,Line_D,Morning,127,79.42,139.02,58.5,C,29.85,98.98,48.46,172.71,4,97.98,Pass
3657,2024-01-13,Line_A,Night,103,79.63,165.78,40.33,A,40.87,99.39,49.38,180.63,0,89.91,Pass
3658,2024-08-05,Line_C,Morning,124,82.8,145.54,58.33,A,49.18,98.23,51.86,204.8,0,72.24,Fail
3659,2024-11-24,Line_A,Evening,110,80.47,134.21,45.37,A,46.06,100.22,51.99,181.2,0,88.31,Pass
3660,2024-03-08,Line_B,Evening,125,73.06,151.7,41.12,A,52.52,100.21,52.03,215.2,0,90.89,Pass
3661,2024-08-18,Line_B,Morning,128,74.68,159.97,47.15,A,46.89,101.22,51.11,215.31,3,78.5,Pass
3662,2024-11-20,Line_C,Evening,118,70.76,156.95,60.12,B,50.2,96.96,53.02,206.92,2,79.65,Pass
3663,2024-04-01,Line_B,Morning,142,76.34,136.02,46.31,C,42.32,100.27,51.41,195.29,1,87.86,Pass
3664,2024-04-13,Line_D,Morning,145,64.12,140.51,43.44,A,47.67,101.12,50.5,194.78,2,91.21,Pass
3665,2024-03-18,Line_C,Morning,114,73.54,128.72,49.27,A,36.82,99.68,50.02,213.43,2,96.14,Pass
3666,2024-04-11,Line_D,Morning,101,78.5,157.14,43.15,B,51.96,102.7,49.55,209.17,2,92.88,Pass
3667,2024-09-17,Line_B,Evening,120,78.08,154.7,35.98,A,47.17,101.3,48.14,187.08,2,74.02,Pass
3668,2024-10-30,Line_A,Evening,147,79.34,155.66,44.41,A,35.28,102.17,46.68,206.31,3,80.44,Pass
3669,2024-08-13,Line_D,Evening,125,69.7,145.65,51.96,A,43.17,97.86,51.43,222.27,4,74.46,Pass
3670,2024-12-13,Line_D,Night,112,68.58,130.98,48.52,C,65.02,96.36,49.85,208.51,3,92.71,Pass
3671,2024-06-23,Line_B,Morning,148,77.98,142.01,34.7,B,43.47,100.57,48.71,194.43,1,77.99,Fail
3672,2024-03-28,Line_D,Night,139,70.23,161.09,51.38,A,42.53,95.94,53.05,196.66,0,73.71,Pass
3673,2024-04-27,Line_D,Morning,146,69.14,153.72,49.08,C,38.92,98.81,51.79,194.41,4,72.89,Pass
3674,2024-10-06,Line_A,Morning,109,76.07,132.71,46.0,C,36.37,99.94,49.76,193.37,1,73.43,Pass
3675,2024-05-20,Line_C,Evening,109,74.87,147.27,53.66,A,37.18,101.5,50.85,181.83,0,77.41,Pass
3676,2024-04-22,Line_B,Morning,142,86.94,155.66,52.34,B,61.14,100.18,49.96,201.62,3,93.47,Pass
3677,2024-09-05,Line_A,Night,141,76.86,148.99,52.06,A,47.92,102.91,49.45,176.62,2,77.13,Pass
3678,2024-03-29,Line_A,Evening,125,75.87,135.81,30.99,A,33.69,98.61,51.87,211.69,1,78.44,Pass
3679,2024-12-30,Line_C,Evening,130,72.21,145.14,50.13,B,45.16,98.18,50.4,195.07,2,96.42,Pass
3680,2024-11-04,Line_C,Morning,148,79.13,142.69,42.66,B,53.23,104.53,48.13,219.83,2,83.27,Pass
3681,2024-08-07,Line_B,Evening,140,74.85,150.34,47.69,A,48.4,99.7,50.54,185.09,2,85.26,Fail
3682,2024-02-20,Line_B,Night,128,72.41,152.81,37.51,A,34.0,100.26,50.95,197.97,4,70.08,Fail
3683,2024-06-23,Line_B,Morning,102,73.96,143.44,52.35,B,50.19,98.87,52.55,201.66,0,72.46,Pass
3684,2024-07-27,Line_A,Night,125,73.33,156.46,53.55,A,45.24,98.23,50.44,182.68,2,92.22,Pass
3685,2024-04-26,Line_D,Evening,118,74.6,166.34,44.22,A,46.71,99.69,50.09,207.34,1,80.0,Pass
